tax_id,Org_name-new_name,Org_name,GeneID,CurrentID,Status,Symbol,Symbol CAPS,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM,Column1
9031,J,Gallus gallus,424940,0,live,CHRND,chrnd,"AChR, CHNRD",cholinergic receptor nicotinic delta subunit,"acetylcholine receptor subunit delta|acetylcholine receptor delta subunit|cholinergic receptor, nicotinic, delta (muscle)|cholinergic receptor, nicotinic, delta polypeptide",,9,NC_006096.5,15756290,15759481,plus,12,,
9031,J,Gallus gallus,429151,0,live,CHRNG,chrng,,cholinergic receptor nicotinic gamma subunit,"acetylcholine receptor subunit gamma|cholinergic receptor, nicotinic, gamma (muscle)|cholinergic receptor, nicotinic, gamma polypeptide",,9,NC_006096.5,15760222,15764327,plus,12,,
175836,K,Buceros rhinoceros silvestris,104501097,0,live,CHST15,chst15,N320_05463,carbohydrate sulfotransferase 15,carbohydrate sulfotransferase 15,,Un,,,,,,,
9031,J,Gallus gallus,396018,0,live,CHST3,chst3,,carbohydrate sulfotransferase 3,carbohydrate sulfotransferase 3|C6ST|C6ST-1|carbohydrate (chondroitin 6) sulfotransferase 3|chondroitin 6-O-sulfotransferase 1|chondroitin 6-sulfotransferase,,6,NC_006093.5,12683464,12691299,plus,5,,
103695,B,Pogona vitticeps,110070874,0,live,CLCN1,clcn1,,chloride voltage-gated channel 1,chloride channel protein 1,,Un,,,,,,,
57397,K,Apaloderma vittatum,104274184,0,live,CLCN2,clcn2,,chloride voltage-gated channel 2,chloride channel protein 2,,Un,,,,,,,
64176,D,Podarcis muralis,114602802,0,live,CLCN6,clcn6,,chloride voltage-gated channel 6,chloride transport protein 6,,8,NC_041319.1,86026512,86062948,minus,24,,
57412,K,Colius striatus,104560943,0,live,CLCN7,clcn7,N325_02723,chloride voltage-gated channel 7,H(+)/Cl(-) exchange transporter 7,,Un,,,,,,,
93934,K,Coturnix japonica,107323319,0,live,CLCNKA,clcnka,,chloride voltage-gated channel Ka,chloride channel protein ClC-Ka,,21,NC_029536.1,3727492,3732727,plus,19,,
13735,H,Pelodiscus sinensis,102463215,0,live,CLIP4,clip4,,CAP-Gly domain containing linker protein family member 4,CAP-Gly domain-containing linker protein 4,,Un,,,,,,,
9031,J,Gallus gallus,373991,0,live,CLOCK,clock,,clock circadian regulator,circadian locomoter output cycles protein kaput|clock homolog|transcription regulation factor,,4,NC_006091.5,65058739,65118686,plus,26,,
28377,A,Anolis carolinensis,100553269,0,live,clps,clps,,colipase,"colipase|colipase, pancreatic",,Un,,,,,,,
28377,A,Anolis carolinensis,100555401,0,live,cltrn,cltrn,tmem27,"collectrin, amino acid transport regulator",collectrin|transmembrane protein 27,,3,NC_014778.1,121548250,121580673,minus,6,,
9031,J,Gallus gallus,395722,0,live,CLU,clu,SP-40,clusterin,"clusterin|apolipoprotein J)|clusterin (complement lysis inhibitor, SP-40,40, sulfated glycoprotein 2, testosterone-repressed prostate message 2, apolipoprotein J)|sulfated glycoprotein 2|testosterone-repressed prostate message 2",,3,,,,,,,
9031,J,Gallus gallus,429100,0,live,CMPK1,cmpk1,"CK, CMPK",cytidine/uridine monophosphate kinase 1,"UMP-CMP kinase|cytidine monophosphate (UMP-CMP) kinase 1, cytosolic|cytidine monophosphate kinase|cytidylate kinase|uridine monophosphate kinase",,8,NC_006095.5,22291575,22304067,plus,6,,
8496,I,Alligator mississippiensis,102566477,0,live,CNPPD1,cnppd1,SLC23A3-1,cyclin Pas1/PHO80 domain containing 1,protein CNPPD1|solute carrier family 23 member 3,,Un,,,,,,,
62051,E,Varanus salvator,6386124,0,live,COX1,cox1,,cytochrome c oxidase subunit I,,,MT,NC_010974.1,5187,6782,plus,0,,
62051,E,Varanus salvator,6386119,0,live,COX2,cox2,,cytochrome c oxidase subunit II,,,MT,NC_010974.1,6917,7606,plus,0,,
62051,E,Varanus salvator,6386121,0,live,COX3,cox3,,cytochrome c oxidase subunit III,,,MT,NC_010974.1,8513,9296,plus,0,,
9031,J,Gallus gallus,395266,0,live,CPZ,cpz,,carboxypeptidase Z,carboxypeptidase Z|cCPZ,,4,NC_006091.5,81163348,81197855,plus,11,,
9031,J,Gallus gallus,404297,0,live,CRH,crh,"CRF, corticoliberin",corticotropin releasing hormone,corticoliberin,,2,NC_006089.5,115011152,115012145,minus,2,,
345164,K,Falco cherrug,102057234,0,live,CRY2,cry2,SLC35C1,cryptochrome circadian regulator 2,"cryptochrome-2|cryptochrome 2 (photolyase-like)|cryptochrome circadian clock 2|solute carrier family 35 (GDP-fucose transporter), member C1",,Un,,,,,,,
103695,B,Pogona vitticeps,110074089,0,live,CRYAA,cryaa,,crystallin alpha A,alpha-crystallin A chain,,Un,,,,,,,
9031,J,Gallus gallus,396089,0,live,CRYAB,cryab,alpha(B)-crystallin,crystallin alpha B,alpha-crystallin B chain|HspB5 protein|alpha B-crystallin,,24,NC_006111.5,6242317,6246235,plus,3,,
9031,J,Gallus gallus,396176,0,live,CSRP1,csrp1,,cysteine and glycine rich protein 1,cysteine and glycine-rich protein 1|CRP|CRP1|cysteine-rich protein 1,,26,NC_006113.5,772723,782045,plus,10,,
9031,J,Gallus gallus,418620,0,live,CTPS2,ctps2,,CTP synthase 2,CTP synthase 2|CTP synthase II|CTP synthetase 2|UTP--ammonia ligase 2,,1,NC_006088.5,122843947,122900763,plus,21,,
9031,J,Gallus gallus,112530280,0,live,CTU1,ctu1,,cytosolic thiouridylase subunit 1,cytoplasmic tRNA 2-thiolation protein 1,,25,NC_006112.4,1374958,1377434,plus,2,,
176946,G,Python bivittatus,103050806,0,live,CTU2,ctu2,,cytosolic thiouridylase subunit 2,cytoplasmic tRNA 2-thiolation protein 2,,Un,,,,,,,
106734,H,Chelonoidis abingdonii,116838349,0,live,CUNH4orf46,cunh4orf46,,chromosome unknown C4orf46 homolog,renal cancer differentiation gene 1 protein,,Un,,,,,,,
9031,J,Gallus gallus,101054605,0,live,CWC,cwc,,Carcass water content,,27 11-47 cM,27,,,,,,,
9031,J,Gallus gallus,425056,0,live,CYP17A1,cyp17a1,"P450-C17, P450c17",cytochrome P450 family 17 subfamily A member 1,"steroid 17-alpha-hydroxylase/17,20 lyase|17-alpha-hydroxyprogesterone aldolase|CYPXVII|cytochrome P450 17A1|cytochrome P450, family 17, subfamily A, polypeptide 1|cytochrome P450-C17|cytochrome P450c17",,6,NC_006093.5,24341475,24343952,minus,8,,
9031,J,Gallus gallus,396052,0,live,CYP1A1,cyp1a1,"CYP1A4, CYP1A5, CYPIA4, CYPIA5","cytochrome P450, family 1, subfamily A, polypeptide 1","cytochrome P450 1A4|cytochrome P450 1A1|cytochrome P450 1A5|cytochrome P450 TCDDAA|cytochrome P450 TCDDAHH|cytochrome P450, family 1, subfamily A, polypeptide 4",,10,NC_006097.5,2898906,2902531,plus,7,,
9031,J,Gallus gallus,396051,0,live,CYP1A2,cyp1a2,"CYP1A5, CYPIA-2, CYPIA2","cytochrome P450, family 1, subfamily A, polypeptide 2",cytochrome P450 1A5|CYPIA5|cytochrome P450 TCDDAA,,10,NC_006097.5,2894101,2897115,minus,7,,
9031,J,Gallus gallus,408183,0,live,CYP26A1,cyp26a1,CYP26A,cytochrome P450 family 26 subfamily A member 1,"cytochrome P450 26A1|cytochrome P450, family 26, subfamily A, polypeptide 1|retinoic acid-degrading enzyme CYP26",,6,NC_006093.5,21525291,21528393,minus,8,,
9031,J,Gallus gallus,414746,0,live,CYP2C23a,cyp2c23a,"CYP2C8, CYP2H1, CYPIIH1","cytochrome P450, family 2, subfamily C, polypeptide 23a","cytochrome P450 2H1|cytochrome P450 2C23a|cytochrome P450 2C8|cytochrome P450 CYP2H1, phenobarbital-inducible|cytochrome P450 PB15|cytochrome P450 PCHP3|cytochrome P450, family 2, subfamily H, polypeptide 1|putative cytochrome P450 CYP2A6",,6,NC_006093.5,18418468,18425791,minus,9,,
9031,J,Gallus gallus,414841,0,live,CYP2C23b,cyp2c23b,"CYP2C18, CYP2C8, CYP2H2, CYPIIH2","cytochrome P450, family 2, subfamily C, polypeptide 23b","cytochrome P450 2H2|cytochrome P450 PCHP7|cytochrome P450, family 2, subfamily C, polypeptide 18|cytochrome P450, family 2, subfamily C, polypeptide 8",,6,NC_006093.5,18406321,18414396,minus,9,,
9031,J,Gallus gallus,429089,0,live,CYR61,cyr61,CCN1,cysteine rich angiogenic inducer 61,CCN family member 1|cellular communication network factor 1|protein CYR61,,8,NC_006095.5,16587842,16590293,minus,5,,
103944,G,Protobothrops mucrosquamatus,107284143,0,live,CYSTM1,cystm1,,cysteine rich transmembrane module containing 1,cysteine-rich and transmembrane domain-containing protein 1,,Un,,,,,,,
62051,E,Varanus salvator,6386122,0,live,CYTB,cytb,,cytochrome b,,,MT,NC_010974.1,13934,15066,plus,0,,
28377,A,Anolis carolinensis,103279659,0,live,dagla,dagla,,diacylglycerol lipase alpha,sn1-specific diacylglycerol lipase alpha,,Un,,,,,,,
28377,A,Anolis carolinensis,103280799,0,live,daglb,daglb,,diacylglycerol lipase beta,sn1-specific diacylglycerol lipase beta,,Un,,,,,,,
9031,J,Gallus gallus,374066,0,live,DCXR,dcxr,"DER, XR",dicarbonyl and L-xylulose reductase,D-erythrulose reductase|dicarbonyl/L-xylulose reductase|probable L-xylulose reductase,,18,NC_006105.5,4982851,4988195,plus,8,,
8479,H,Chrysemys picta,101937500,0,live,DDI2,ddi2,RSC1A1,DNA damage inducible 1 homolog 2,"protein DDI1 homolog 2|regulatory solute carrier protein, family 1, member 1",,Un,,,,,,,
9157,K,Parus major,107215261,0,live,DDX42,ddx42,,DEAD-box helicase 42,ATP-dependent RNA helicase DDX42,,27,NC_031796.1,330212,346612,plus,20,,
9031,J,Gallus gallus,419783,0,live,DDX6,ddx6,RCK,DEAD-box helicase 6,probable ATP-dependent RNA helicase DDX6|ATP-dependent RNA helicase p54|DEAD (Asp-Glu-Ala-Asp) box helicase 6|DEAD (Asp-Glu-Ala-Asp) box polypeptide 6,,24,NC_006111.5,5577179,5594309,minus,14,,
106734,H,Chelonoidis abingdonii,116819548,0,live,DERPC,derpc,,DERPC proline and glycine rich nuclear protein,decreased expression in renal and prostate cancer protein,,Un,,,,,,,
9031,J,Gallus gallus,427317,0,live,DHFR,dhfr,,dihydrofolate reductase,dihydrofolate reductase,,Z,NC_006127.5,64257309,64273299,plus,7,,
57412,K,Colius striatus,104549268,0,live,DHTKD1,dhtkd1,N325_00449,dehydrogenase E1 and transketolase domain containing 1,"probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",,Un,,,,,,,
9031,J,Gallus gallus,395940,0,live,DIO1,dio1,,"deiodinase, iodothyronine type I",type I iodothyronine deiodinase|5DI|DIOI|iodothyronine deiodinase 1|type 1 DI|type-I 5'-deiodinase,,8,NC_006095.5,25457802,25462625,plus,4,,
9031,J,Gallus gallus,373903,0,live,DIO2,dio2,,"deiodinase, iodothyronine type II",type II iodothyronine deiodinase|5DII|DIOII|iodothyronine deiodinase 2|type 2 DI|type-II 5'-deiodinase,,5,NC_006092.5,40752222,40769122,minus,2,,
9031,J,Gallus gallus,395939,0,live,DIO3,dio3,,"deiodinase, iodothyronine type III",thyroxine 5-deiodinase|5DIII|DIOIII|iodothyronine deiodinase 3|type 3 DI|type III iodothyronine deiodinase|type-III 5'-deiodinase,,5,NC_006092.5,49490516,49491999,plus,1,,
9031,J,Gallus gallus,424246,0,live,DIRC2,dirc2,,disrupted in renal carcinoma 2,disrupted in renal carcinoma protein 2,,7,NC_006094.5,26481965,26539991,plus,9,,
9031,J,Gallus gallus,419497,0,live,DISP3,disp3,"PTCHD2, TRUP1",dispatched RND transporter family member 3,protein dispatched homolog 3|patched domain containing 2|patched domain-containing protein 2|protein dispatched homolog 3; patched domain-containing protein 2|thyroid hormone receptor up-regulated protein 1,,21,NC_006108.5,5717723,5834841,minus,33,,
28377,A,Anolis carolinensis,100564662,0,live,dkk3,dkk3,,dickkopf WNT signaling pathway inhibitor 3,dickkopf-related protein 3,,Un,,,,,,,
187382,K,Chlamydotis macqueenii,104482310,0,live,DMP1,dmp1,,dentin matrix acidic phosphoprotein 1,LOW QUALITY PROTEIN: dentin matrix acidic phosphoprotein 1,,Un,,,,,,,
9031,J,Gallus gallus,418787,0,live,DNAJC3,dnajc3,,DnaJ heat shock protein family (Hsp40) member C3,"dnaJ homolog subfamily C member 3|DnaJ (Hsp40) homolog, subfamily C, member 3",,1,NC_006088.5,147369992,147401864,minus,12,,
9031,J,Gallus gallus,396351,0,live,DNTT,dntt,TDT,DNA nucleotidylexotransferase,"DNA nucleotidylexotransferase|deoxynucleotidyltransferase, terminal|terminal addition enzyme|terminal deoxynucleotidyl transferase|terminal deoxynucleotidyltransferase|terminal transferase",,6,NC_006093.5,22168526,22260926,plus,12,,
28377,A,Anolis carolinensis,100552685,0,live,dpep1,dpep1,,dipeptidase 1,dipeptidase 1|dipeptidase 1 (renal),,Un,,,,,,,
146911,C,Gekko japonicus,107111519,0,live,DPH6,dph6,,diphthamine biosynthesis 6,LOW QUALITY PROTEIN: diphthine--ammonia ligase,,Un,,,,,,,
9031,J,Gallus gallus,770817,0,live,DTD2,dtd2,"ATD, C14ORF126, C5H14orf126",D-tyrosyl-tRNA deacylase 2 (putative),D-aminoacyl-tRNA deacylase 2|putative D-tyrosyl-tRNA(Tyr) deacylase 2|D-tyrosyl-tRNA(Tyr) deacylase 2|L-alanyl-tRNA deacylase|animalia-specifc tRNA deacylase|animalia-specific tRNA deacylase|probable D-tyrosyl-tRNA(Tyr) deacylase 2,,5,NC_006092.5,34687310,34694696,minus,4,,
94827,K,Tinamus guttatus,104569935,0,live,DYDC1,dydc1,N309_05106,DPY30 domain containing 1,DPY30 domain-containing protein 1|DPY30 domain-containing protein 2,,Un,,,,,,,
57068,K,Acanthisitta chloris,103808864,0,live,DYM,dym,,dymeclin,dymeclin,,Un,,,,,,,
9031,J,Gallus gallus,420854,0,live,EDN1,edn1,,endothelin 1,endothelin-1,,2,NC_006089.5,62674109,62678982,minus,5,,
9031,J,Gallus gallus,424948,0,live,EIF2B5,eif2b5,,eukaryotic translation initiation factor 2B subunit epsilon,"translation initiation factor eIF-2B subunit epsilon|eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa",,9,NC_006096.5,15925912,15944787,plus,19,,
9031,J,Gallus gallus,423279,0,live,EIF2S1,eif2s1,,eukaryotic translation initiation factor 2 subunit alpha,"eukaryotic translation initiation factor 2 subunit 1|eIF-2-alpha|eIF-2A|eIF-2alpha|eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa",,5,NC_006092.5,29170736,29180567,minus,8,,
176057,K,Nestor notabilis,104412525,0,live,EMILIN3,emilin3,"N333_04841, EMILIN-3",elastin microfibril interfacer 3,EMILIN-3,,Un,,,,,,,
9031,J,Gallus gallus,423343,0,live,ENTPD5,entpd5,,ectonucleoside triphosphate diphosphohydrolase 5 (inactive),ectonucleoside triphosphate diphosphohydrolase 5|LOW QUALITY PROTEIN: ectonucleoside triphosphate diphosphohydrolase 5|GDPase ENTPD5|NTPDase 5|UDPase ENTPD5|guanosine-diphosphatase ENTPD5|uridine-diphosphatase ENTPD5,,5,NC_006092.5,37915144,37933704,minus,14,,
103695,B,Pogona vitticeps,110086071,0,live,ERP44,erp44,,endoplasmic reticulum protein 44,endoplasmic reticulum resident protein 44,,Un,,,,,,,
9031,J,Gallus gallus,396099,0,live,ESR1,esr1,,estrogen receptor 1,"estrogen receptor|ER|ER-alpha|estradiol receptor|estrogen receptor, alpha|nuclear receptor subfamily 3 group A member 1",,3,NC_006090.5,49137872,49241576,plus,8,,
9031,J,Gallus gallus,395575,0,live,ESR2,esr2,CERB,estrogen receptor 2,estrogen receptor beta|ER-beta|estrogen receptor 2 (ER beta)|nuclear receptor subfamily 3 group A member 2,,5,NC_006092.5,53184727,53226460,plus,9,,
279965,K,Antrostomus carolinensis,104528613,0,live,ETFA,etfa,N321_03538,electron transfer flavoprotein subunit alpha,"electron transfer flavoprotein subunit alpha, mitochondrial|electron transfer flavoprotein alpha subunit",,Un,,,,,,,
38654,I,Alligator sinensis,112548425,0,live,ETFB,etfb,,electron transfer flavoprotein subunit beta,electron transfer flavoprotein subunit beta,,Un,,,,,,,
9031,J,Gallus gallus,396393,0,live,EXFABP,exfabp,"EX-FABP, LCN15, LCN8, P20K",extracellular fatty acid-binding protein,extracellular fatty acid-binding protein|lipocalin 15|lipocalin 8|quiescence-specific protein,,17,NC_006104.5,865354,868357,minus,7,,
9031,J,Gallus gallus,374015,0,live,FABP1,fabp1,"L-FABP, LFABP",fatty acid binding protein 1,"fatty acid-binding protein, liver|fatty acid binding protein 1, liver|fatty acid-binding protein|liver fatty acid binding protein",,4,NC_006091.5,85982308,85986038,minus,4,,
9031,J,Gallus gallus,416154,0,live,FABP6,fabp6,gastrotropin,fatty acid binding protein 6,"gastrotropin|fatty acid binding protein 6, ileal",,13,NC_006100.5,8581097,8631647,minus,9,,
9031,J,Gallus gallus,423028,0,live,FAR1,far1,MLSTD2,fatty acyl-CoA reductase 1,fatty acyl-CoA reductase 1|male sterility domain containing 2|male sterility domain-containing protein 2,,5,NC_006092.5,7710324,7793832,minus,15,,
9031,J,Gallus gallus,396061,0,live,FASN,fasn,,fatty acid synthase,fatty acid synthase|thioesterase,,18,NC_006105.5,4912089,4948124,plus,43,,
28377,A,Anolis carolinensis,100554365,0,live,fbxl17,fbxl17,,F-box and leucine rich repeat protein 17,F-box/LRR-repeat protein 17,,Un,,,,,,,
176946,G,Python bivittatus,103063158,0,live,FBXO31,fbxo31,,F-box protein 31,F-box only protein 31,,Un,,,,,,,
9031,J,Gallus gallus,373947,0,live,FDX1,fdx1,,ferredoxin 1,"adrenodoxin, mitochondrial|adrenal ferredoxin",,1,NC_006088.5,180901126,180917603,minus,4,,
9031,J,Gallus gallus,396516,0,live,FGFR1,fgfr1,,fibroblast growth factor receptor 1,fibroblast growth factor receptor 1|FGFR-1|bFGF-R-1|basic fibroblast growth factor receptor 1|cek1 protein|fibroblast growth factor receptor 1-IIIc|tyrosine kinase receptor CEK1,,22,NC_006109.5,2646704,2665806,minus,19,,
103944,G,Protobothrops mucrosquamatus,107296703,0,live,FLAD1,flad1,,flavin adenine dinucleotide synthetase 1,FAD synthase,,Un,,,,,,,
9031,J,Gallus gallus,374100,0,live,FLT1,flt1,,fms related receptor tyrosine kinase 1,vascular endothelial growth factor receptor 1|VEGFR-1|fms related tyrosine kinase 1|vascular endothelial growth factor/vascular permeability factor receptor,,1,NC_006088.5,177165538,177266964,plus,30,,
28377,A,Anolis carolinensis,100560866,0,live,g3bp1,g3bp1,,G3BP stress granule assembly factor 1,ras GTPase-activating protein-binding protein 1|GTPase activating protein (SH3 domain) binding protein 1,,Un,,,,,,,
28377,A,Anolis carolinensis,100561178,0,live,g3bp2,g3bp2,,G3BP stress granule assembly factor 2,ras GTPase-activating protein-binding protein 2|GTPase activating protein (SH3 domain) binding protein 2,,6,NC_014781.1,59101771,59139565,plus,12,,
44394,K,Zonotrichia albicollis,102073734,0,live,GAA,gaa,,"glucosidase alpha, acid","lysosomal alpha-glucosidase|sodium-independent sulfate anion transporter|solute carrier family 26 (anion exchanger), member 11",,Un,,,,,,,
9031,J,Gallus gallus,374214,0,live,GABRA1,gabra1,,gamma-aminobutyric acid type A receptor alpha1 subunit,"gamma-aminobutyric acid receptor subunit alpha-1|GABA(A) receptor subunit alpha-1|gamma-aminobutyric acid (GABA) A receptor, alpha 1",,13,NC_006100.5,7912858,7955943,minus,12,,
9031,J,Gallus gallus,395931,0,live,GABRA6,gabra6,,gamma-aminobutyric acid type A receptor alpha6 subunit,"gamma-aminobutyric acid receptor subunit alpha-6|GABA(A) receptor subunit alpha-6|GABA-A receptor a6 subunit|gamma-aminobutyric acid (GABA) A receptor, alpha 6",,13,NC_006100.5,8003525,8025111,minus,10,,
9031,J,Gallus gallus,396290,0,live,GABRB3,gabrb3,,gamma-aminobutyric acid type A receptor beta3 subunit,"gamma-aminobutyric acid receptor subunit beta-3|GABA(A) receptor subunit beta-3|GABA-A receptor beta-3 subunit|gamma-aminobutyric acid (GABA) A receptor, beta 3",,1,NC_006088.5,132652415,132762481,plus,9,,
9031,J,Gallus gallus,396173,0,live,GABRE,gabre,GABRG4,gamma-aminobutyric acid type A receptor subunit epsilon,"gamma-aminobutyric acid receptor subunit gamma-4|GABA A receptor|GABA(A) receptor subunit gamma-4|gamma-aminobutyric acid (GABA) A receptor, epsilon",,4,NC_006091.5,10827137,10858894,plus,9,,
9031,J,Gallus gallus,396289,0,live,GABRG2,gabrg2,,gamma-aminobutyric acid type A receptor gamma2 subunit,"gamma-aminobutyric acid receptor subunit gamma-2|GABA(A) receptor subunit gamma-2|GABA-A receptor gamma-2 subunit|gamma-aminobutyric acid (GABA) A receptor, gamma 2",,13,NC_006100.5,7778833,7849986,minus,10,,
9031,J,Gallus gallus,396288,0,live,GABRQ,gabrq,"GABRB1, GABRB4","gamma-aminobutyric acid (GABA) A receptor, theta","gamma-aminobutyric acid receptor subunit beta-4|GABA(A) receptor subunit beta-4|GABA-A receptor, beta-4 subunit|gamma-aminobutyric acid (GABA) A receptor, beta 1|gamma-aminobutyric acid (GABA) receptor, theta|gamma-aminobutyric acid type A receptor theta subunit",,4,NC_006091.5,10644261,10711020,minus,9,,
9031,J,Gallus gallus,396390,0,live,GATA6,gata6,GATA-6,GATA binding protein 6,transcription factor GATA-6|GATA-6 transcription factor|GATA-binding factor 6,,2,NC_006089.5,102636810,102654409,plus,7,,
9031,J,Gallus gallus,417163,0,live,GBGT1,gbgt1,,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1|forssman glycolipid synthase-like protein|forssman glycolipid synthetase-like protein|globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)",,17,NC_006104.5,7130054,7137244,minus,6,,
