From	To
Q8N8Z6	DCBLD1
P24731	AN
Q58CQ9	VNN1
Q9BDJ5	VNN1
A5A777	BLOC1S5
Q9CY21	Bud23
Q5R6K8	PPP4C
A9JRC7	ppp4cb
Q5R6W5	YIPF5
Q865S1	AP3D1
A2AGT5	Ckap5
Q5RDM6	RAP1B
Q76EJ3	SLC35D2
O43502	RAD51C
Q3ZBU9	UBXN4
Q92575	UBXN4
Q9DBU3	Riok3
P62907	Rpl10a
A9JTG5	rbck1
Q9NY33	DPP3
Q9H694	BICC1
Q6DJC8	tmem53-b
Q2TBP5	TMEM53
Q91VV4	Dennd2d
Q9H6A0	DENND2D
Q06AT3	UCHL5
P50395	GDI2
Q9P1U1	ACTR3B
P29315	Rnh1
Q91VI7	Rnh1
P10775	RNH1
Q01082	SPTBN1
Q4QQV8	Chmp5
Q8C353	Tmem252
Q1LUK1	micos13
D4ACN8	Plgrkt
Q5R7S6	ZFAND6
Q62283	Tspan7
Q6PID6	TTC33
P19336	CCN1
P62168	Ncs1
Q5ZMG5	RPS19BP1
P11679	Krt8
P05786	KRT8
Q6NRG5	ndor1
Q14444	CAPRIN1
Q6RUV5	Rac1
A9UHW6	MIF4GD
P04973	CLTA
Q92673	SORL1
Q95209	SORL1
P22451	RPL5
Q5E9I7	WDR77
P59708	Sf3b6
Q2HJ88	RTCA
Q9Y573	IPP
P50549	ETV1
Q8BWH0	Slc38a7
Q5E9L0	CLDN10
Q09073	Slc25a5
Q7TN78	Acsm4
Q27W01	Rbm8a
Q9YGC1	BLNK
O14972	VPS26C
Q00341	HDLBP
P81021	HDLBP
Q14152	EIF3A
Q803I2	ergic3
Q07352	ZFP36L1
Q5R9K8	ARL2BP
Q9D385	Arl2bp
Q28739	BPI
P17213	BPI
Q9DBT3	Ccdc97
Q02819	Nucb1
Q6DED0	tram1l1
Q5E9E4	SSR2
Q6P7J1	hsd11b1l-a
Q8N8N0	RNF152
O55023	Impa1
Q90876	IRF1
Q6PF93	Pik3c3
O75369	FLNB
Q9MZD2	FLNB
Q9H1Y0	ATG5
P0CG50	Ubc
O62742	SCP2
P07857	SCP2
Q9UBV2	SEL1L
Q3UTJ2	Sorbs2
P16152	CBR1
A6QNT8	SEC24A
Q96I24	FUBP3
Q96D71	REPS1
Q9Y2A7	NCKAP1
Q5R454	ARL6IP1
P82094	TMF1
Q2KJH5	CFAP97
Q5ZM86	CCDC50
O55234	Psmb5
Q2KID0	EXOSC2
Q8WWT9	SLC13A3
P28288	ABCD3
Q8R0K4	Ccdc137
Q17QR4	CCDC137
Q3T122	EIF3D
O15371	EIF3D
Q8N5Z0	AADAT
Q9NYF8	BCLAF1
P46782	RPS5
A6QR09	SLC25A26
P11240	Cox5a
Q2KHZ9	GCDH
Q4R8C8	TMEM59
O75689	ADAP1
Q53HC0	CCDC92
O15160	POLR1C
Q9NTN9	SEMA4G
A0EQL2	SHBG
Q6ZUI0	TPRG1
P48637	GSS
Q6AZV0	sdhd-b
P67777	PPP2CA
P48463	PPP2CA
Q8N5I4	DHRSX
Q9ULV3	CIZ1
Q3T0X9	POLD4
Q920Q8	Ivns1abp
Q9Y6Y0	IVNS1ABP
Q5ZK74	RCJMB04_12m8
Q7L592	NDUFAF7
Q5ZL23	APBB1IP
Q9H223	EHD4
Q5ZIL6	TMEM41B
Q08426	EHHADH
Q5R5M8	EHHADH
Q9D309	Fam3b
Q5ZJU0	SLC16A9
Q7TM99	Slc16a9
Q9JK95	Perp
Q96FX8	PERP
Q9DE27	ruvbl2
P67874	Csnk2b
Q9CZR8	Tsfm
Q3T1H8	Tmem79
Q60HH4	ASAH1
Q8K1Q0	Nmt1
O70310	Nmt1
Q8BGA5	Krr1
P50518	Atp6v1e1
P11019	ATP6V1E1
Q5F3D7	UTP15
Q2KJF9	GTF2E2
Q5R957	CLIC4
Q5BIP5	GFOD2
Q9Z2U1	Psma5
Q8CGR7	Upp2
Q28BQ6	tmed1
Q0IHF8	ppdpf-b
P62334	Psmc6
Q96AA3	RFT1
Q06136	KDSR
Q5R6I1	ATP6V0D1
P51863	Atp6v0d1
Q6PGV1	atp6v0d1
Q9D0E3	Lysmd1
Q0PV50	TLR3
O95376	ARIH2
Q9I923	RGN
Q5ZKC9	YWHAZ
Q5R844	MYL6
P02607	MYL6
P40682	ATP6AP1
B5X8M4	brcc3
Q9IBC8	tbx2-a
Q3SA48	tbx2
P15309	ACP3
Q2NL34	COQ9
O75208	COQ9
P82670	MRPS10
P46462	Vcp
Q01853	Vcp
Q8NDX1	PSD4
Q2KI14	NAA10
Q8AVY1	odf3
Q5EB30	odf3
Q60HE2	OGDH
Q6MFZ5	Trim39
O15504	NUP42
Q9BE65	PEX26
Q8BGI5	Pex26
Q9H3S1	SEMA4A
Q8WMQ3	CD9
P51122	ANP32A
Q32MZ4	LRRFIP1
O00499	BIN1
Q8HY31	UROD
P47951	SDC1
A6QP15	ADHFE1
Q5F3K4	WDR48
Q5R4W8	ZNF346
P24547	Impdh2
E9PU28	Impdh2
P82925	MRPS31
Q9H9L4	KANSL2
E9PVA8	Gcn1
O55174	Slc30a4
P08836	FDPS
Q9BXW6	OSBPL1A
A6H7B8	PGAP2
Q99J21	Mcoln1
Q8CHT3	Ints5
P13987	CD59
P30274	CCNA2
Q8IYX8	CEP57L1
Q28EM8	letmd1
Q15796	SMAD2
Q3UZZ6	Sult1d1
Q9DC53	Cpne8
Q5RD09	MR1
Q9BQG0	MYBBP1A
Q9UJW8	ZNF180
Q96MT3	PRICKLE1
Q91018	PROX1
Q0VCP9	CCDC149
Q8CDF7	Exd1
Q8NFB2	TMEM185A
O88627	Slc28a2
P49767	VEGFC
Q5XGZ9	mfsd6l-b
Q7YQK3	SLC3A2
P08195	SLC3A2
Q5ZKZ4	DNAJC16
Q9H7B4	SMYD3
O62664	PTGS1
Q8NAA5	LRRC75A
P32780	GTF2H1
O93257	XRCC6
P24278	ZBTB25
Q501P1	Fbln7
Q60437	BAIAP2
P63155	Crnkl1
Q8IZL8	PELP1
Q9D304	Rnf128
Q76I89	NDC80
Q28BT8	dus3l
Q0P5A4	UCK1
Q8BQJ6	Trmt2b
Q2VYF4	LETM2
Q8NCE2	MTMR14
Q28955	NTAN1
Q13751	LAMB3
Q5XK03	Serinc4
Q01664	TFAP4
O00115	DNASE2
Q8WX92	NELFB
O00566	MPHOSPH10
Q8TE69	EOLA1
Q90828	DYNC1LI1
Q4R366	PRORP
Q0VCR7	MTHFD1L
Q0P5J8	STRIP1
Q96HE8	TMEM80
Q0VA16	wdr70
Q9CYF5	Rcc1l
Q99MK2	Kat5
Q8BSN3	Ccdc151
Q8N0U4	FAM185A
Q4QQS8	Nup85
P02545	LMNA
Q15397	PUM3
Q8WV99	ZFAND2B
Q9Z1Q9	Vars1
Q922H2	Pdk3
Q7Z2X4	PID1
Q810L3	Chfr
Q9NX31	OSER1
Q60992	Vav2
Q5M8F7	cnep1r1
Q8NEZ4	KMT2C
Q9D0D3	Mtpap
Q7TQE7	Kiaa0895
Q3TJZ6	Fam98a
Q4V348	ZNF658B
Q5ZLN4	FEN1
Q5FVH0	C1qtnf5
P62510	Esrrg
Q68D85	NCR3LG1
Q8N6D2	RNF182
Q8K2V1	Ppp4r1
Q5F3N0	SLC37A3
Q9NTG7	SIRT3
Q28C22	ogfod2
Q5R6Z7	ORC4
Q5M956	Kctd1
Q3UZA1	Rcsd1
P25101	EDNRA
Q5ZIH0	INTS11
Q32KH9	ARSG
Q5F452	MTMR8
Q6ZW49	PAXIP1
Q07968	F13b
Q2HWF0	Fnbp1l
Q60HE6	MRE11
Q5SY16	NOL9
Q91X43	Sh3d19
Q923T7	Trim7
Q96B67	ARRDC3
Q9JHI9	Slc40a1
Q53T59	HS1BP3
Q6DCE3	slc30a9
P41002	CCNF
Q5RFB7	SLC25A21
Q8N4M1	SLC44A3
M3XQV7	BTBD3
Q6GLT5	mkrn1
Q5R9E4	MFAP3
Q14397	GCKR
Q15554	TERF2
Q52M93	ZNF585B
Q7TNU6	Znf250
P61460	Depdc5
Q7Z434	MAVS
Q2T9W2	THUMPD3
O46647	LPL
P11602	LPL
Q28FG4	tmem161
E7FAW3	nbeal2
Q6GN42	slc44a4
Q6P2K6	Ppp4r3a
O95782	AP2A1
Q8NCR0	B3GALNT2
Q17QL1	GNPDA2
Q9BUU2	METTL22
Q2VPU4	Mlxip
A6H7I3	ANGEL2
B0BNG2	Tm6sf2
Q09108	KITLG
Q8IY57	YAF2
A2AM29	Mllt3
Q96DC7	TMCO6
Q9BQS2	SYT15
Q9NWM0	SMOX
P86883	ADH1
P20333	TNFRSF1B
Q9Y3C5	RNF11
Q9EPJ9	Arfgap1
Q6ZTN6	ANKRD13D
Q99996	AKAP9
P09531	TGFB1
Q5TJG6	BRD2
P36915	GNL1
Q9UID6	ZNF639
Q8TAQ5	ZNF420
Q96L93	KIF16B
Q8C163	Exog
Q810B6	Ankfy1
Q8BU27	Ppm1m
O09008	Mfng
Q3TL44	Nlrx1
O14678	ABCD4
Q9NUD9	PIGV
P83917	Cbx1
B6A8C7	TARM1
Q17QD9	KCNIP3
Q8CIE4	Parp10
A7YVH9	PYROXD1
P0CL18	EIF2D
P14840	HOXB4
Q5ZKW0	TRMU
Q96MB7	HARBI1
Q8N3C7	CLIP4
Q9NZJ5	EIF2AK3
Q9Y3A2	UTP11
Q9TSZ0	AGT
Q5M883	Clic2
Q7ZXS7	gjc1
Q2PFU6	RNF146
P23919	DTYMK
O95759	TBC1D8
Q7YRF1	AP3B1
Q8IUQ4	SIAH1
Q96BQ5	CCDC127
Q5ZIA0	METTL16
Q91VH1	Adipor1
Q6P2Z6	nmd3
P54277	PMS1
P49822	ALB
O00305	CACNB4
Q8IUW3	SPATA2L
Q6A0A2	Larp4b
Q92072	DNMT1
Q13443	ADAM9
Q9H790	EXO5
Q8NE01	CNNM3
Q9MYM7	B3GALT1
Q5R1T0	CHAF1A
Q921I2	Klhdc4
Q5ZJR9	TAF1B
E9QAG8	Znf431
Q5RCR4	ARRB2
P47809	Map2k4
Q13370	PDE3B
Q92804	TAF15
P59235	Nup43
P36269	GGT5
Q9XWZ2	acdh-11
A5D992	SPRY1
Q8VHI7	Ccdc65
Q2T9Q1	TBC1D20
P50607	TUB
Q8K004	Spata2
Q8IYL2	TRMT44
Q96LT4	SAMD8
O14841	OPLAH
Q9H9B4	SFXN1
Q8TED9	AFAP1L1
Q5T1V6	DDX59
P02469	Lamb1
Q17R09	DHX38
Q9CWU6	Uqcc1
Q9CQR4	Acot13
Q9UIF9	BAZ2A
P34997	Cxcr5
Q86TX2	ACOT1
B5FZ84	HPCAL1
O76062	TM7SF2
O00444	PLK4
Q9NRG9	AAAS
Q0V9C8	kxd1
Q9Y248	GINS2
O57391	ENO2
O95155	UBE4B
Q7Z5J4	RAI1
Q8BW00	Ptrh1
Q2YDE7	ZBTB8OS
A2VDQ7	ZNF420
Q14166	TTLL12
Q8IZ13	ZBED8
Q98SV0	sepp1b
P43304	GPD2
Q9D8Y8	Ing5
Q8WYK0	ACOT12
Q6PKU1	SPI1
Q9NX02	NLRP2
Q1JQA5	NENF
O15213	WDR46
Q6NSQ9	G6pc3
Q3SZA2	FMC1
Q99543	DNAJC2
Q8QHL3	FLT1
Q5XI06	Kat8
Q5ZKA6	WASHC1
Q641Y9	Dalrd3
Q7ZXF5	far1
Q9D9B4	Lrmda
Q8NFQ8	TOR1AIP2
Q96MA6	AK8
P35659	DEK
Q28F89	ube2s
Q14681	KCTD2
P55039	DRG2
Q9BPW5	RASL11B
P48820	RANBP2
Q8K3H0	Appl1
Q8R332	Nup58
Q5VTB9	RNF220
P98150	NFKB2
Q921W0	Chmp1a
P49641	MAN2A2
Q60644	Nr1h2
O60711	LPXN
Q5Y5T2	Zdhhc18
Q7Z3U7	MON2
Q9Y5L0	TNPO3
Q19AZ8	F2
Q5RAX0	PAF1
P80217	IFI35
Q3TUU5	Tex30
Q9GZS0	DNAI2
Q13356	PPIL2
P55265	ADAR
Q5XIT1	Mapre3
Q9Z2V6	Hdac5
Q7Z3T8	ZFYVE16
Q5ZIR5	HMGN3
Q95125	TBXA2R
Q9UKT4	FBXO5
Q15650	TRIP4
Q4R6Q7	AP5M1
Q921Y4	Mfsd5
A5PLK2	lhpp
P04625	THRA
Q86UP8	GTF2IRD2
Q5U2Y0	Wdr45
Q0P4F7	acsf2
Q6P068	Arl5c
Q9D0I8	Mrto4
Q6ING7	flad1
P48770	C9
Q8BGX0	Trim23
P55086	F2rl1
O15297	PPM1D
A1A5Q4	Cfap206
Q5T6F0	DCAF12
P53448	aldoc
P08253	MMP2
Q6P1B3	Pianp
Q6DHV7	ADAL
Q8BYB9	Poglut1
Q9H4A5	GOLPH3L
Q8IZN3	ZDHHC14
Q7Z7J9	CAMK2N1
Q8N165	PDIK1L
Q93033	CD101
Q92521	PIGB
Q8C0L0	Tmx4
Q9Y3I1	FBXO7
Q05AQ3	slc25a42
Q3UTZ3	MAP11
Q96NM4	TOX2
P51532	SMARCA4
O00139	KIF2A
Q8WU67	ABHD3
Q9ULV4	CORO1C
P0C263	SBK2
U3JAG9	cep131
Q8N7U6	EFHB
Q52KG4	Zbtb45
P51799	Clcn7
Q8K274	Fn3krp
Q0P5H9	TTC5
Q4VAE3	Tmem65
Q923I8	Cry2
Q86YB7	ECHDC2
A6QLE1	TDRD7
Q99P31	Hspbp1
Q5ZIB2	FBF1
P24043	LAMA2
D3Z8N4	Klhl20
Q99715	COL12A1
Q2Z1W2	CENPU
Q8VDI9	Alg9
Q96HJ3	CCDC34
Q9NPH3	IL1RAP
Q96QF7	GCNA
Q90640	KIF4
Q5PQR5	Imp4
Q8VI16	B3gnt9
Q92900	UPF1
Q05438	BMPR1B
Q9D162	Ccdc167
P83337	POFUT1
O42252	LDB1
Q8BYH3	Trmt13
Q566L4	znf703
Q9NWZ5	UCKL1
Q9BUI4	POLR3C
P30876	POLR2B
A7MB63	CTNS
F1QG30	smpd5
A2VDZ3	MEF2A
Q3SZ01	SH3YL1
O00311	CDC7
Q64632	Itgb4
Q9NP71	MLXIPL
Q5JS37	NHLRC3
Q5ZJB4	CHUK
Q6ZN57	ZFP2
Q8NFU3	TSTD1
Q5T4D3	TMTC4
Q96HB5	CCDC120
O15033	AREL1
Q501Z5	gtpbp3
A6QQ07	BTD
Q96JK2	DCAF5
Q5F4B2	SWAP70
O15381	NVL
O94972	TRIM37
Q4V8P4	Spaca9
Q5M807	Rnf5
Q2TBP8	METTL17
P70673	Kcnj11
Q6NSJ0	MYORG
Q9P2H3	IFT80
Q498M4	Wdr5
O95363	FARS2
Q3ZC31	ALAS2
Q6MG55	Abhd16a
O08954	Snai2
Q5ZKX6	UBE2F
Q2T9X8	SPICE1
Q8NCL9	APCDD1L
P17040	ZSCAN20
Q2KJ16	PHKG2
P21614	Gc
Q99MS7	Ehbp1l1
A8E0R9	grip2
Q5U4F6	Wdr34
Q1NZ26	F13E9.13
P56722	PTPRN
Q5ZIN2	TSEN2
Q9NPG8	ZDHHC4
Q96H96	COQ2
Q86VS8	HOOK3
Q6DRF9	wdr55
Q07326	PIGF
Q5RCI5	CSKMT
O73895	TAPBP
Q32P44	EML3
Q80W37	Snupn
Q5U508	tbce
Q3V1V3	Esf1
Q9Y3C0	WASHC3
O46420	CYP51A1
Q9NP94	SLC39A2
Q92966	SNAPC3
A2VDB3	rbm42
Q6NT16	SLC18B1
Q86U44	METTL3
Q5KTJ6	RAB13
O70305	Atxn2
Q5ZID1	MED17
E9Q634	Myo1e
P40259	CD79B
Q9DC40	Telo2
Q8BGB5	Limd2
O14977	AZIN1
Q6YJI5	TRMT11
Q9Y546	LRRC42
Q802T2	ALG6
Q92793	CREBBP
Q7Z2H8	SLC36A1
O08858	Sstr5
Q7ZW11	tmem39b
Q5ZMM1	RIOX1
Q3MHZ8	LGALS9
Q5R5M3	ARHGEF10L
Q6NY19	KANK3
Q8NEG2	C7orf57
Q60823	Akt2
Q969F9	HPS3
Q96JN2	CCDC136
Q96ER3	SAAL1
Q8CG16	C1ra
O42414	NFASC
Q5ZM19	NCBP3
Q8BZR9	Ncbp3
T1NXB5	Vstm4
O13156	GFRA1
Q5REG1	SART3
Q5E9T8	MVK
Q96K21	ZFYVE19
Q06609	RAD51
Q9NXW2	DNAJB12
Q96T17	MAP7D2
Q3V3N7	Bbs1
P53611	RABGGTB
Q863I2	OXSR1
O73755	GREM1
Q14534	SQLE
Q9Y5W3	KLF2
Q86VR2	RETREG3
Q27994	SLC2A4
Q15738	NSDHL
O60566	BUB1B
Q8CIH5	Plcg2
F1SRI0	TRAPPC2
Q15906	VPS72
Q9P2J5	LARS1
Q8K3G5	Vrk3
O46606	DDHD1
A4IGM9	aurkb
Q9H2V7	SPNS1
Q864U8	B3GNT5
Q5R4H4	EPS8
Q28DS3	rnf170
Q6UX98	ZDHHC24
Q5RAF4	NEU1
Q9ULM6	CNOT6
Q09003	coil
Q7Z6J8	UBE3D
Q5HYI7	MTX3
Q9H4Z2	ZNF335
Q5ZKQ6	POLE2
P04085	PDGFA
Q96M91	CFAP53
Q8BKZ9	Pdhx
E1C1R4	USP47
Q96K76	USP47
Q8K339	Kin
Q9HBH1	PDF
Q9CZE3	Rab32
Q13637	RAB32
Q5H8A4	PIGG
Q6A085	Znf629
Q8TEB9	RHBDD1
Q28DI5	nat14
Q3U3Q1	Ulk3
Q5ZJU5	NUSAP1
Q7L5Y6	DET1
P25207	NFYB
Q5XI28	Raver1
Q05048	CSTF1
Q15643	TRIP11
Q6MG97	Btnl2
Q5RET2	FKBP7
Q96JG6	VPS50
Q92769	HDAC2
O75448	MED24
Q8CIA5	Slc35b4
P56491	CXCR4
P97357	Taf1a
P56594	CYP2C21
Q32KV8	ZNF414
Q9PUF6	PDGFRA
Q8BMC0	Lpar6
A6QLW2	TGDS
O93567	ZBTB7A
Q96JX3	SERAC1
Q9ER63	Tnfrsf23
Q5R7C5	ERLIN2
Q9CYA6	Zcchc8
Q9EPX5	Fbxl12
Q06AS9	EFNA1
Q32P41	TRMT5
Q8B0H1	G
Q29RP9	QRSL1
Q6ZQH8	Nup188
Q14192	FHL2
Q641W3	Nufip1
Q80TQ5	Plekhm2
Q9C0B7	TANGO6
Q4R5A4	QccE-10352
Q53TQ3	INO80D
P07516	PPP1R1B
Q96MD2	C12orf66
Q9I8W6	EURL
Q8NBP5	MFSD9
Q5M7P5	nol6
Q7Z4H9	FAM220A
Q9Y6U7	RNF215
O08807	Prdx4
Q6ULP2	AFTPH
Q5ZK28	POLD3
Q8TBM8	DNAJB14
O08629	Trim28
P06276	BCHE
P0DPB3	SCHIP1
Q96QD5	DEPDC7
Q2KIA9	ENOSF1
P30931	F3
Q91YL2	Rnf126
Q68ED3	Tent4b
Q8IUR0	TRAPPC5
Q3SXM5	HSDL1
A4D7T3	ASZ1
P04047	TK1
Q9NZN3	EHD3
Q6KC79	NIPBL
Q7L1S5	CHST9
O15488	GYG2
Q5E9N3	RNF25
Q6ZPG2	Wdr90
Q8CE47	Slc49a3
Q3ZC89	METAP2
Q9H4B0	OSGEPL1
Q5ZKH8	ODR4
Q9WVJ9	Efemp2
Q32KR6	FDFT1
Q925N2	Sfxn2
A2VDD2	tctex1d1-b
Q9ESL4	Map3k20
Q7TPD7	Lrrc75b
Q5ZKA5	MTHFD2
Q8BJ71	Nup93
P32321	DCTD
O09175	Rnpep
Q5RKN3	med28
Q16854	DGUOK
Q5R7W3	CWC27
Q9ESJ4	Nckipsd
Q5VVX9	UBE2U
Q5ZL42	BZW2
O57429	USP2
Q8VCS0	Pglyrp2
E6ZHJ8	fbxl15
Q1A730	FBXO32
Q8TC44	POC1B
O54880	Rph3al
Q9HAT2	SIAE
Q3TLH4	Prrc2c
Q9D1Q1	Mphosph6
Q96GQ7	DDX27
Q1JQD9	L3MBTL2
Q96AX2	RAB37
P27177	PRNP
O54747	Pold1
O60830	TIMM17B
Q80TT8	Cul9
A6NLC5	C3orf70
Q2HJ96	GLT8D2
Q9Y4G2	PLEKHM1
Q9PTG8	tacc3
P45877	PPIC
P51908	Apobec1
Q5EAB0	MPZL2
Q9CPU9	Slc31a2
Q9UHP3	USP25
Q9NYA1	SPHK1
Q6N069	NAA16
Q9UGJ1	TUBGCP4
Q8BXQ8	Fam53c
Q8BGV3	Tacstd2
O35254	Gorasp1
Q9DAU1	Cnpy3
Q8WYK2	JDP2
Q3B7M7	URI1
Q8CE94	Slc16a13
P20702	ITGAX
Q0IJ20	rnf145
Q91YU8	Ppan
P62762	Vsnl1
Q8BHN9	Clba1
A7YWG4	GGH
Q66JG2	cptp
Q9NV56	MRGBP
Q8BZJ7	Dcun1d2
Q5XH36	creld2-a
Q8N3R9	MPP5
Q6X9E4	FBXW12
Q5ZMJ4	GK5
Q6P5E4	Uggt1
Q8IZP9	ADGRG2
Q9R0D8	Wdr54
Q9I8F4	TPD52L1
A4UVI1	FADS1
Q5XHF8	ppip5k2
Q58DX5	NAALADL2
Q8CJ52	Prom2
Q8BXN9	Tmem87a
Q32PA4	PHPT1
A1YFA5	HOXB7
Q2KJD6	ENTR1
P27092	INHBA
Q5ZKD7	MOV10
Q9NWU1	OXSM
Q6DCC6	gtpbp6
Q9UNN5	FAF1
Q9HAV0	GNB4
Q9W7L5	LDHA
Q9Y5N6	ORC6
Q9FR44	NMT1
Q8BRM2	Gorab
Q3ZBQ1	UBTD1
Q9BSR8	YIPF4
E1C6Q1	TRIP13
Q4QQW1	Reep4
Q29RZ9	WDR92
O00273	DFFA
P55058	PLTP
Q5F3N5	KLHL14
F6RRD7	RPAP2
Q9H9P2	CHODL
Q8N4S9	MARVELD2
A6NFY4	NEMP2
Q28985	IGFBP5
Q9NWW5	CLN6
Q13309	SKP2
P11680	Cfp
Q5R898	EIF5A2
Q7Z7H5	TMED4
Q6PI47	KCTD18
Q3T075	STX8
Q9HBE1	PATZ1
Q8NHX9	TPCN2
O95905	ECD
Q9Z0F6	Rad9a
Q96A58	RERG
Q9BUL5	PHF23
Q9BWC9	CCDC106
Q9H5L6	THAP9
Q8WY36	BBX
Q9JKB5	Arid4b
O14613	CDC42EP2
Q5F415	TBC1D23
P15382	KCNE1
Q9Y272	RASD1
A7YY46	PNKD
Q5ZHQ6	ACBD5
Q6R1L1	TAF7
Q8K2F0	Brd3
Q92990	GLMN
Q5SUV1	Rsad1
Q6NY34	asf1bb
Q99677	LPAR4
Q5EAD5	PGGT1B
Q9WV04	Kif9
Q0P593	DAW1
Q55EX9	DDB_G0268948
Q4QQS3	Oscp1
Q9Y2M0	FAN1
Q14691	GINS1
P51991	HNRNPA3
Q8WUM0	NUP133
Q8N7B6	PACRGL
O00743	PPP6C
P48730	CSNK1D
Q7SXP0	sec22bb
Q9BQ04	RBM4B
Q9Y2T4	PPP2R2C
Q9Y366	IFT52
Q3TC46	Patl1
Q9UGU0	TCF20
Q5VWJ9	SNX30
Q15910	EZH2
Q8NEH6	MNS1
Q4R836	FAM118B
Q6AWC2	WWC2
Q9H2T7	RANBP17
Q9NQS3	NECTIN3
Q9NWH9	SLTM
Q90839	DKK3
O95427	PIGN
Q9JLB2	Mpp5
Q63ZY7	Uxt
Q68CJ6	NUGGC
Q9BTC8	MTA3
Q5R6Z1	RMDN3
Q07617	SPAG1
Q07108	CD69
Q6UB98	ANKRD12
Q9P1Q0	VPS54
Q7TT49	Cdc42bpb
Q9YHY9	OTC
Q9C086	INO80B
Q4R6L7	BPGM
Q6MG77	Dxo
Q80X41	Vrk1
A6QNK1	GAL3ST1
O35654	Pold2
Q9JIF3	Slc2a8
P58354	SLC2A8
P41034	Ttpa
Q9H0R3	TMEM222
Q5ZMH6	METTL9
Q5PQN0	Ncald
Q96RD2	OR52B2
Q3UV31	Rnf223
Q3T0P5	CASP6
P48454	PPP3CC
Q8WTS1	ABHD5
Q5NKV6	ICAM1
O35165	Gosr2
Q5ZIR1	SH3GLB1
Q0VC09	RIBC1
Q9NVX2	NLE1
Q5BJ52	tarbp2
Q5XXA6	ANO1
Q2TBW0	ATXN10
Q32PZ9	Ccdc130
O14717	TRDMT1
Q7L2J0	MEPCE
Q9Y251	HPSE
Q5T280	SPOUT1
Q91880	rbpj
Q5JTV8	TOR1AIP1
Q8QZW3	Fam151a
Q2HJ23	MAP1LC3A
Q9ULT0	TTC7A
Q9Y343	SNX24
Q2T9Y0	RSRC1
Q9CQC8	Spg21
P23050	V-FOS
Q13232	NME3
Q5ZL21	MMACHC
P20929	NEB
Q32L60	TRIM13
Q9NYS7	WSB2
Q96BN8	OTULIN
Q6IV77	TAZ
O93256	KRT19
Q9WUQ5	Cxcl14
Q12796	PNRC1
P21265	ADSL
Q8NBT0	POC1A
Q5R483	LAMTOR4
O15405	TOX3
Q8WXG9	ADGRV1
Q2KJ83	CPN1
Q5F363	JARID2
Q0VF96	CGNL1
Q9H3Z4	DNAJC5
Q8VE80	Thoc3
Q6IQE9	alkbh6
Q96KB5	PBK
Q8HXK9	PYCARD
P49790	NUP153
Q8JZX4	Rbm17
Q9BSV6	TSEN34
O57337	HES1
O43822	CFAP410
Q9NX58	LYAR
Q9EQC1	Hsd3b7
Q32NQ7	dnaaf3
Q08DV6	ASB3
Q9Y6N5	SQOR
Q7ZUB3	tspan31
P55918	MFAP4
Q8AV57	SDK2
P46695	IER3
Q2HJ56	PWP1
Q1RML7	MAK16
Q7Z3J2	VPS35L
Q9JJA4	Wdr12
O00461	GOLIM4
Q9H6Q4	CIAO3
Q99LP8	Yipf2
O95551	TDP2
Q95KC9	PCYOX1
Q9GZS1	POLR1E
A2RU49	HYKK
Q9H5J4	ELOVL6
Q5R806	PTGR2
Q91VH2	Snx9
Q4R6W9	SNAPC1
Q5U1Y1	Rab34
Q95JN5	ATP13A3
E1BY51	TMEM17
P13497	BMP1
P70541	Eif2b3
Q9EQP0	APOBEC1
Q5R596	PAIP2
Q62904	Hsd17b7
Q6PFW1	PPIP5K1
Q13888	GTF2H2
Q9UHN1	POLG2
Q5MJ86	gapdh-2
A2VE53	IKBIP
Q96K31	C8orf76
Q96Q11	TRNT1
Q5VTH2	CFAP126
Q8IYK4	COLGALT2
Q9ESG8	Zdhhc16
P49892	ADORA1
Q6NVQ1	jagn1
Q90600	RB1
Q58D06	WDR74
Q8N6G5	CSGALNACT2
Q80V24	Vgll4
Q5GH62	Xkr9
Q8NBR0	TP53I13
Q8WWV3	RTN4IP1
A2AQ25	Skt
Q6PE01	Snrnp40
P14652	HOXB2
B2RZ55	Sirt7
Q5ZKA4	EIF3J
Q6DKI1	RPL7L1
A2BG43	gltp
Q9D1C2	Cby1
P14866	HNRNPL
Q9QZJ6	Mfap5
Q9BVC3	DSCC1
Q9ESX4	Zcchc17
Q96DR7	ARHGEF26
Q99LY2	Gdpd3
Q96LR5	UBE2E2
Q5RCG0	TRAPPC13
Q91448	SNCA
Q5ZML0	BABAM2
O62827	ADM
Q969S6	TMEM203
Q8BTV1	Tusc3
P24342	HOXD11
Q9H4K1	RIBC2
Q9NYR8	RDH8
Q86UW1	SLC51A
Q86X67	NUDT13
Q01968	OCRL
O94776	MTA2
Q90891	MAP2K2
Q1HG70	MAP2K2
Q91YN9	Bag2
O15315	RAD51B
Q9CZQ9	Bbs5
Q5TJE1	DAXX
O35594	Ift81
P55002	Mfap2
Q96L08	SUSD3
O75570	MTRF1
Q8TCF1	ZFAND1
Q93015	NAA80
Q96MS0	ROBO3
Q5ZID6	NT5C3A
P41220	RGS2
P10155	RO60
Q9JJZ6	Klf13
Q7Z7E8	UBE2Q1
Q3MJ16	PLA2G4E
Q14684	RRP1B
Q810D6	Grwd1
Q6P560	Znf182
A4QMS7	C5orf49
Q5U3Y0	Klhdc10
P57760	Stk16
O43315	AQP9
Q920A6	Scpep1
P09023	Hoxb6
P35244	RPA3
